DestinationID,Name,Type,State,Popularity,PredRating,VisitProb,ContentSim,HybridScore,UserID
386,Taj Mahal,Historical,Uttar Pradesh,9.46333200145262,4.9268704922244435,0.9244444444444446,0.1663855213694729,0.883673629060749,4
651,Taj Mahal,Historical,Uttar Pradesh,9.464391796425565,4.928995063123446,0.9177777777777779,0.1663855213694729,0.8818498870556264,4
216,Taj Mahal,Historical,Uttar Pradesh,9.36720219996661,4.734159086737501,0.9577777777777777,0.1663855213694729,0.8745834839871676,4
671,Taj Mahal,Historical,Uttar Pradesh,9.406991630850325,4.8139249557041826,0.931111111111111,0.1663855213694729,0.8744152745037452,4
916,Taj Mahal,Historical,Uttar Pradesh,9.39676149780104,4.793416608783971,0.9377777777777777,0.1663855213694729,0.8744006389067469,4
40,Leh Ladakh,Adventure,Jammu and Kashmir,9.451473447708324,4.903097650464873,0.9266666666666666,0.21226523712147086,0.972066521803244,5
130,Leh Ladakh,Adventure,Jammu and Kashmir,9.46063445778344,4.92146272664276,0.92,0.21226523712147086,0.9718760023940058,5
245,Leh Ladakh,Adventure,Jammu and Kashmir,9.459953313645835,4.920097237043614,0.92,0.21226523712147086,0.9717394534340911,5
595,Leh Ladakh,Adventure,Jammu and Kashmir,9.446618127599066,4.893364190623284,0.9133333333333333,0.21226523712147086,0.9670391217650312,5
515,Leh Ladakh,Adventure,Jammu and Kashmir,9.481318666573411,4.96292835837904,0.8466666666666667,0.21226523712147086,0.9537252682703365,5
888,Jaipur City,City,Rajasthan,8.968588466673665,3.935058166920672,0.9133333333333333,0.5532019032877642,0.8691403344585646,6
223,Jaipur City,City,Rajasthan,8.936949815863377,3.8716321661268545,0.9066666666666666,0.5532019032877642,0.860767277526391,6
43,Jaipur City,City,Rajasthan,8.935833780679161,3.869394850480733,0.9066666666666666,0.5532019032877642,0.860543545961779,6
763,Jaipur City,City,Rajasthan,8.90257550420428,3.8027219862443475,0.9266666666666666,0.5532019032877642,0.859967630096516,6
518,Jaipur City,City,Rajasthan,8.92790148381448,3.853492975579278,0.9066666666666666,0.5532019032877642,0.8589533584716333,6
366,Taj Mahal,Historical,Uttar Pradesh,9.266030293290664,4.531339773372409,0.9535714285714285,0.1663855213694729,0.8531526522025081,7
336,Taj Mahal,Historical,Uttar Pradesh,9.26879230848542,4.53687678501635,0.9452380952380952,0.1663855213694729,0.8511895748434124,7
676,Taj Mahal,Historical,Uttar Pradesh,9.263552559071387,4.526372659777679,0.9369047619047618,0.1663855213694729,0.8476223837960553,7
206,Taj Mahal,Historical,Uttar Pradesh,9.282226276103572,4.563807858845071,0.9233333333333333,0.1663855213694729,0.8472671501073967,7
486,Taj Mahal,Historical,Uttar Pradesh,9.2500304022815,4.499264793123307,0.9352380952380952,0.1663855213694729,0.84440824142592,7
619,Kerala Backwaters,Nature,Kerala,9.4345443222489,4.869159833986338,0.8572222222222221,0.21226523712147086,0.9437951780295062,8
944,Kerala Backwaters,Nature,Kerala,9.429650079998778,4.8593483469320145,0.8538888888888888,0.21226523712147086,0.941807317914678,8
589,Kerala Backwaters,Nature,Kerala,9.427997305985516,4.856035030997471,0.8538888888888888,0.21226523712147086,0.9414759863212236,8
969,Kerala Backwaters,Nature,Kerala,9.409359526915562,4.81867187676014,0.8272222222222222,0.21226523712147086,0.9296859796223227,8
389,Kerala Backwaters,Nature,Kerala,9.40914617773771,4.818244175680062,0.8272222222222222,0.21226523712147086,0.9296432095143148,8
593,Jaipur City,City,Rajasthan,9.468508271221934,4.937247359824331,0.75,0.5532019032877642,0.9183057415690254,9
653,Jaipur City,City,Rajasthan,9.496920384788352,4.994205121658843,0.716111111111111,0.5532019032877642,0.9137780540653255,9
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.7322222222222223,0.5532019032877642,0.9109772590331544,9
468,Jaipur City,City,Rajasthan,9.47910151784028,4.958483640487915,0.6983333333333334,0.5532019032877642,0.9048427774566128,9
83,Jaipur City,City,Rajasthan,9.25520276869782,4.5096338356717585,0.7466666666666667,0.5532019032877642,0.8745388025615892,9
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.8866666666666667,0.2354208892509872,0.8946565479876227,10
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.8866666666666667,0.2354208892509872,0.8945956651942755,10
637,Goa Beaches,Beach,Goa,9.155871192324602,4.3105038323199665,0.86,0.2354208892509872,0.8887685040373658,10
247,Goa Beaches,Beach,Goa,9.153509849210488,4.305770047964613,0.86,0.2354208892509872,0.8882951256018303,10
212,Goa Beaches,Beach,Goa,9.149424673009314,4.297580495555054,0.86,0.2354208892509872,0.8874761703608745,10
619,Kerala Backwaters,Nature,Kerala,9.4345443222489,4.869159833986338,0.8572222222222221,0.21226523712147086,0.9437951780295062,11
944,Kerala Backwaters,Nature,Kerala,9.429650079998778,4.8593483469320145,0.8538888888888888,0.21226523712147086,0.941807317914678,11
589,Kerala Backwaters,Nature,Kerala,9.427997305985516,4.856035030997471,0.8538888888888888,0.21226523712147086,0.9414759863212236,11
969,Kerala Backwaters,Nature,Kerala,9.409359526915562,4.81867187676014,0.8272222222222222,0.21226523712147086,0.9296859796223227,11
389,Kerala Backwaters,Nature,Kerala,9.40914617773771,4.818244175680062,0.8272222222222222,0.21226523712147086,0.9296432095143148,11
83,Jaipur City,City,Rajasthan,9.25520276869782,4.5096338356717585,0.7066666666666667,0.5532019032877642,0.8658282484320408,12
208,Jaipur City,City,Rajasthan,9.232664943302456,4.464452258872269,0.7,0.5532019032877642,0.8592830637250648,12
873,Jaipur City,City,Rajasthan,9.231967797202106,4.463054690139665,0.7,0.5532019032877642,0.8591433068518044,12
428,Jaipur City,City,Rajasthan,9.229663135604667,4.458434535216337,0.6866666666666666,0.5532019032877642,0.8546272373054176,12
3,Jaipur City,City,Rajasthan,9.225372007612826,4.449832111268208,0.6733333333333333,0.5532019032877642,0.8497129408565505,12
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.8866666666666667,0.2354208892509872,0.8946565479876227,13
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.8866666666666667,0.2354208892509872,0.8945956651942755,13
637,Goa Beaches,Beach,Goa,9.155871192324602,4.3105038323199665,0.86,0.2354208892509872,0.8887685040373658,13
247,Goa Beaches,Beach,Goa,9.153509849210488,4.305770047964613,0.86,0.2354208892509872,0.8882951256018303,13
212,Goa Beaches,Beach,Goa,9.149424673009314,4.297580495555054,0.86,0.2354208892509872,0.8874761703608745,13
40,Leh Ladakh,Adventure,Jammu and Kashmir,9.451473447708324,4.903097650464873,0.9266666666666666,0.21226523712147086,0.972066521803244,14
130,Leh Ladakh,Adventure,Jammu and Kashmir,9.46063445778344,4.92146272664276,0.92,0.21226523712147086,0.9718760023940058,14
245,Leh Ladakh,Adventure,Jammu and Kashmir,9.459953313645835,4.920097237043614,0.92,0.21226523712147086,0.9717394534340911,14
595,Leh Ladakh,Adventure,Jammu and Kashmir,9.446618127599066,4.893364190623284,0.9133333333333333,0.21226523712147086,0.9670391217650312,14
515,Leh Ladakh,Adventure,Jammu and Kashmir,9.481318666573411,4.96292835837904,0.8466666666666667,0.21226523712147086,0.9537252682703365,14
508,Jaipur City,City,Rajasthan,9.43596338151704,4.872004621989693,0.7133333333333334,0.5532019032877642,0.9006232809909156,15
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.6933333333333334,0.5532019032877642,0.8991419322737528,15
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.6933333333333334,0.5532019032877642,0.8991385379963741,15
263,Jaipur City,City,Rajasthan,9.407835019184882,4.815615696232212,0.7266666666666667,0.5532019032877642,0.8990112340527514,15
638,Jaipur City,City,Rajasthan,9.315119560288965,4.629749023067395,0.78,0.5532019032877642,0.8965319492866053,15
797,Goa Beaches,Beach,Goa,9.120638441373126,4.239872739255466,0.88,0.2354208892509872,0.8925187424570151,16
902,Goa Beaches,Beach,Goa,9.115849499250787,4.230272347359039,0.8733333333333333,0.2354208892509872,0.8894608011694702,16
702,Goa Beaches,Beach,Goa,9.111768717459087,4.2220916044218075,0.8733333333333333,0.2354208892509872,0.8886427268757473,16
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.7933333333333333,0.2354208892509872,0.8701434771658272,16
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.7933333333333333,0.2354208892509872,0.8700825943724799,16
40,Leh Ladakh,Adventure,Jammu and Kashmir,9.451473447708324,4.903097650464873,0.9266666666666666,0.21226523712147086,0.972066521803244,17
130,Leh Ladakh,Adventure,Jammu and Kashmir,9.46063445778344,4.92146272664276,0.92,0.21226523712147086,0.9718760023940058,17
245,Leh Ladakh,Adventure,Jammu and Kashmir,9.459953313645835,4.920097237043614,0.92,0.21226523712147086,0.9717394534340911,17
595,Leh Ladakh,Adventure,Jammu and Kashmir,9.446618127599066,4.893364190623284,0.9133333333333333,0.21226523712147086,0.9670391217650312,17
515,Leh Ladakh,Adventure,Jammu and Kashmir,9.481318666573411,4.96292835837904,0.8466666666666667,0.21226523712147086,0.9537252682703365,17
888,Jaipur City,City,Rajasthan,8.968588466673665,3.935058166920672,0.9133333333333333,0.5532019032877642,0.8691403344585646,18
223,Jaipur City,City,Rajasthan,8.936949815863377,3.8716321661268545,0.9066666666666666,0.5532019032877642,0.860767277526391,18
43,Jaipur City,City,Rajasthan,8.935833780679161,3.869394850480733,0.9066666666666666,0.5532019032877642,0.860543545961779,18
763,Jaipur City,City,Rajasthan,8.90257550420428,3.8027219862443475,0.9266666666666666,0.5532019032877642,0.859967630096516,18
518,Jaipur City,City,Rajasthan,8.92790148381448,3.853492975579278,0.9066666666666666,0.5532019032877642,0.8589533584716333,18
797,Goa Beaches,Beach,Goa,9.120638441373126,4.239872739255466,0.88,0.2354208892509872,0.8925187424570151,19
902,Goa Beaches,Beach,Goa,9.115849499250787,4.230272347359039,0.8733333333333333,0.2354208892509872,0.8894608011694702,19
702,Goa Beaches,Beach,Goa,9.111768717459087,4.2220916044218075,0.8733333333333333,0.2354208892509872,0.8886427268757473,19
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.7933333333333333,0.2354208892509872,0.8701434771658272,19
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.7933333333333333,0.2354208892509872,0.8700825943724799,19
114,Kerala Backwaters,Nature,Kerala,9.46714704036077,4.934518500423897,0.9177777777777777,0.21226523712147086,0.9686473807686466,20
619,Kerala Backwaters,Nature,Kerala,9.4345443222489,4.869159833986338,0.931111111111111,0.21226523712147086,0.9661338604936058,20
944,Kerala Backwaters,Nature,Kerala,9.429650079998778,4.8593483469320145,0.931111111111111,0.21226523712147086,0.9651527117881735,20
969,Kerala Backwaters,Nature,Kerala,9.409359526915562,4.81867187676014,0.9444444444444444,0.21226523712147086,0.9651074111397011,20
389,Kerala Backwaters,Nature,Kerala,9.40914617773771,4.818244175680062,0.9444444444444444,0.21226523712147086,0.9650646410316932,20
888,Jaipur City,City,Rajasthan,8.968588466673665,3.935058166920672,0.9133333333333333,0.5532019032877642,0.8691403344585646,21
223,Jaipur City,City,Rajasthan,8.936949815863377,3.8716321661268545,0.9066666666666666,0.5532019032877642,0.860767277526391,21
43,Jaipur City,City,Rajasthan,8.935833780679161,3.869394850480733,0.9066666666666666,0.5532019032877642,0.860543545961779,21
763,Jaipur City,City,Rajasthan,8.90257550420428,3.8027219862443475,0.9266666666666666,0.5532019032877642,0.859967630096516,21
518,Jaipur City,City,Rajasthan,8.92790148381448,3.853492975579278,0.9066666666666666,0.5532019032877642,0.8589533584716333,21
366,Taj Mahal,Historical,Uttar Pradesh,9.266030293290664,4.531339773372409,0.9535714285714285,0.1663855213694729,0.8531526522025081,22
336,Taj Mahal,Historical,Uttar Pradesh,9.26879230848542,4.53687678501635,0.9452380952380952,0.1663855213694729,0.8511895748434124,22
676,Taj Mahal,Historical,Uttar Pradesh,9.263552559071387,4.526372659777679,0.9369047619047618,0.1663855213694729,0.8476223837960553,22
206,Taj Mahal,Historical,Uttar Pradesh,9.282226276103572,4.563807858845071,0.9233333333333333,0.1663855213694729,0.8472671501073967,22
486,Taj Mahal,Historical,Uttar Pradesh,9.2500304022815,4.499264793123307,0.9352380952380952,0.1663855213694729,0.84440824142592,22
630,Leh Ladakh,Adventure,Jammu and Kashmir,9.26454156504302,4.528355319971314,0.8933333333333333,0.21226523712147086,0.9224301265917261,23
740,Leh Ladakh,Adventure,Jammu and Kashmir,9.263891738676694,4.527052613105791,0.8933333333333333,0.21226523712147086,0.9222998559051738,23
725,Leh Ladakh,Adventure,Jammu and Kashmir,9.339552233237942,4.678729200608753,0.84,0.21226523712147086,0.9212512984392538,23
295,Leh Ladakh,Adventure,Jammu and Kashmir,9.301807912303714,4.603063163397141,0.86,0.21226523712147086,0.9197657757991735,23
485,Leh Ladakh,Adventure,Jammu and Kashmir,9.307482015375824,4.614438037380036,0.8533333333333334,0.21226523712147086,0.9188762361704361,23
508,Jaipur City,City,Rajasthan,9.43596338151704,4.872004621989693,0.7133333333333334,0.5532019032877642,0.9006232809909156,24
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.6933333333333334,0.5532019032877642,0.8991419322737528,24
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.6933333333333334,0.5532019032877642,0.8991385379963741,24
263,Jaipur City,City,Rajasthan,9.407835019184882,4.815615696232212,0.7266666666666667,0.5532019032877642,0.8990112340527514,24
638,Jaipur City,City,Rajasthan,9.315119560288965,4.629749023067395,0.78,0.5532019032877642,0.8965319492866053,24
987,Goa Beaches,Beach,Goa,9.499811031053753,5.0,0.8266666666666667,0.2354208892509872,0.9513513513513514,25
72,Goa Beaches,Beach,Goa,9.49812898326928,4.996627998938612,0.8133333333333334,0.2354208892509872,0.9469600971911585,25
837,Goa Beaches,Beach,Goa,9.49270628520052,4.98575711654618,0.8066666666666666,0.2354208892509872,0.9438459819248883,25
912,Goa Beaches,Beach,Goa,9.4380138836961,4.876115263546964,0.8066666666666666,0.2354208892509872,0.9328817966249667,25
172,Goa Beaches,Beach,Goa,9.486279939461564,4.972874221748157,0.7733333333333333,0.2354208892509872,0.9324225573099509,25
694,Kerala Backwaters,Nature,Kerala,9.22776324553234,4.454625825737601,0.9333333333333333,0.21226523712147086,0.9271884708986333,26
824,Kerala Backwaters,Nature,Kerala,9.206043310589514,4.411083873864058,0.94,0.21226523712147086,0.9248647325640709,26
725,Leh Ladakh,Adventure,Jammu and Kashmir,9.339552233237942,4.678729200608753,0.8483333333333334,0.21226523712147086,0.923710483512652,26
839,Kerala Backwaters,Nature,Kerala,9.19673720089384,4.3924279164882405,0.94,0.21226523712147086,0.9229991368264892,26
485,Leh Ladakh,Adventure,Jammu and Kashmir,9.307482015375824,4.614438037380036,0.8666666666666667,0.21226523712147086,0.9228651235349579,26
593,Jaipur City,City,Rajasthan,9.468508271221934,4.937247359824331,0.98,0.5532019032877642,0.9916977089554062,27
468,Jaipur City,City,Rajasthan,9.47910151784028,4.958483640487915,0.9666666666666667,0.5532019032877642,0.9897672829677104,27
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.9666666666666667,0.5532019032877642,0.9856783008571013,27
653,Jaipur City,City,Rajasthan,9.496920384788352,4.994205121658843,0.93,0.5532019032877642,0.9821907824361547,27
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.9466666666666667,0.5532019032877642,0.9795938254986416,27
987,Goa Beaches,Beach,Goa,9.499811031053753,5.0,0.8266666666666667,0.2354208892509872,0.9513513513513514,28
72,Goa Beaches,Beach,Goa,9.49812898326928,4.996627998938612,0.8133333333333334,0.2354208892509872,0.9469600971911585,28
837,Goa Beaches,Beach,Goa,9.49270628520052,4.98575711654618,0.8066666666666666,0.2354208892509872,0.9438459819248883,28
912,Goa Beaches,Beach,Goa,9.4380138836961,4.876115263546964,0.8066666666666666,0.2354208892509872,0.9328817966249667,28
172,Goa Beaches,Beach,Goa,9.486279939461564,4.972874221748157,0.7733333333333333,0.2354208892509872,0.9324225573099509,28
114,Kerala Backwaters,Nature,Kerala,9.46714704036077,4.934518500423897,0.9177777777777777,0.21226523712147086,0.9686473807686466,29
619,Kerala Backwaters,Nature,Kerala,9.4345443222489,4.869159833986338,0.931111111111111,0.21226523712147086,0.9661338604936058,29
944,Kerala Backwaters,Nature,Kerala,9.429650079998778,4.8593483469320145,0.931111111111111,0.21226523712147086,0.9651527117881735,29
969,Kerala Backwaters,Nature,Kerala,9.409359526915562,4.81867187676014,0.9444444444444444,0.21226523712147086,0.9651074111397011,29
389,Kerala Backwaters,Nature,Kerala,9.40914617773771,4.818244175680062,0.9444444444444444,0.21226523712147086,0.9650646410316932,29
83,Jaipur City,City,Rajasthan,9.25520276869782,4.5096338356717585,0.7066666666666667,0.5532019032877642,0.8658282484320408,30
208,Jaipur City,City,Rajasthan,9.232664943302456,4.464452258872269,0.7,0.5532019032877642,0.8592830637250648,30
873,Jaipur City,City,Rajasthan,9.231967797202106,4.463054690139665,0.7,0.5532019032877642,0.8591433068518044,30
428,Jaipur City,City,Rajasthan,9.229663135604667,4.458434535216337,0.6866666666666666,0.5532019032877642,0.8546272373054176,30
3,Jaipur City,City,Rajasthan,9.225372007612826,4.449832111268208,0.6733333333333333,0.5532019032877642,0.8497129408565505,30
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.8866666666666667,0.2354208892509872,0.8946565479876227,31
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.8866666666666667,0.2354208892509872,0.8945956651942755,31
637,Goa Beaches,Beach,Goa,9.155871192324602,4.3105038323199665,0.86,0.2354208892509872,0.8887685040373658,31
247,Goa Beaches,Beach,Goa,9.153509849210488,4.305770047964613,0.86,0.2354208892509872,0.8882951256018303,31
212,Goa Beaches,Beach,Goa,9.149424673009314,4.297580495555054,0.86,0.2354208892509872,0.8874761703608745,31
130,Leh Ladakh,Adventure,Jammu and Kashmir,9.46063445778344,4.92146272664276,0.8933333333333333,0.21226523712147086,0.9615340277663169,32
245,Leh Ladakh,Adventure,Jammu and Kashmir,9.459953313645835,4.920097237043614,0.8866666666666667,0.21226523712147086,0.9593566624798717,32
25,Leh Ladakh,Adventure,Jammu and Kashmir,9.416526131108329,4.833038767622362,0.9,0.21226523712147086,0.9547324481908077,32
40,Leh Ladakh,Adventure,Jammu and Kashmir,9.451473447708324,4.903097650464873,0.8733333333333333,0.21226523712147086,0.9535750711689364,32
595,Leh Ladakh,Adventure,Jammu and Kashmir,9.446618127599066,4.893364190623284,0.8666666666666667,0.21226523712147086,0.950560908858247,32
508,Jaipur City,City,Rajasthan,9.43596338151704,4.872004621989693,0.7133333333333334,0.5532019032877642,0.9006232809909156,33
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.6933333333333334,0.5532019032877642,0.8991419322737528,33
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.6933333333333334,0.5532019032877642,0.8991385379963741,33
263,Jaipur City,City,Rajasthan,9.407835019184882,4.815615696232212,0.7266666666666667,0.5532019032877642,0.8990112340527514,33
638,Jaipur City,City,Rajasthan,9.315119560288965,4.629749023067395,0.78,0.5532019032877642,0.8965319492866053,33
797,Goa Beaches,Beach,Goa,9.120638441373126,4.239872739255466,0.88,0.2354208892509872,0.8925187424570151,34
902,Goa Beaches,Beach,Goa,9.115849499250787,4.230272347359039,0.8733333333333333,0.2354208892509872,0.8894608011694702,34
702,Goa Beaches,Beach,Goa,9.111768717459087,4.2220916044218075,0.8733333333333333,0.2354208892509872,0.8886427268757473,34
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.7933333333333333,0.2354208892509872,0.8701434771658272,34
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.7933333333333333,0.2354208892509872,0.8700825943724799,34
630,Leh Ladakh,Adventure,Jammu and Kashmir,9.26454156504302,4.528355319971314,0.8933333333333333,0.21226523712147086,0.9224301265917261,35
740,Leh Ladakh,Adventure,Jammu and Kashmir,9.263891738676694,4.527052613105791,0.8933333333333333,0.21226523712147086,0.9222998559051738,35
725,Leh Ladakh,Adventure,Jammu and Kashmir,9.339552233237942,4.678729200608753,0.84,0.21226523712147086,0.9212512984392538,35
295,Leh Ladakh,Adventure,Jammu and Kashmir,9.301807912303714,4.603063163397141,0.86,0.21226523712147086,0.9197657757991735,35
485,Leh Ladakh,Adventure,Jammu and Kashmir,9.307482015375824,4.614438037380036,0.8533333333333334,0.21226523712147086,0.9188762361704361,35
508,Jaipur City,City,Rajasthan,9.43596338151704,4.872004621989693,0.7133333333333334,0.5532019032877642,0.9006232809909156,36
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.6933333333333334,0.5532019032877642,0.8991419322737528,36
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.6933333333333334,0.5532019032877642,0.8991385379963741,36
263,Jaipur City,City,Rajasthan,9.407835019184882,4.815615696232212,0.7266666666666667,0.5532019032877642,0.8990112340527514,36
638,Jaipur City,City,Rajasthan,9.315119560288965,4.629749023067395,0.78,0.5532019032877642,0.8965319492866053,36
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.8866666666666667,0.2354208892509872,0.8946565479876227,37
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.8866666666666667,0.2354208892509872,0.8945956651942755,37
637,Goa Beaches,Beach,Goa,9.155871192324602,4.3105038323199665,0.86,0.2354208892509872,0.8887685040373658,37
247,Goa Beaches,Beach,Goa,9.153509849210488,4.305770047964613,0.86,0.2354208892509872,0.8882951256018303,37
212,Goa Beaches,Beach,Goa,9.149424673009314,4.297580495555054,0.86,0.2354208892509872,0.8874761703608745,37
40,Leh Ladakh,Adventure,Jammu and Kashmir,9.451473447708324,4.903097650464873,0.9266666666666666,0.21226523712147086,0.972066521803244,38
130,Leh Ladakh,Adventure,Jammu and Kashmir,9.46063445778344,4.92146272664276,0.92,0.21226523712147086,0.9718760023940058,38
245,Leh Ladakh,Adventure,Jammu and Kashmir,9.459953313645835,4.920097237043614,0.92,0.21226523712147086,0.9717394534340911,38
595,Leh Ladakh,Adventure,Jammu and Kashmir,9.446618127599066,4.893364190623284,0.9133333333333333,0.21226523712147086,0.9670391217650312,38
515,Leh Ladakh,Adventure,Jammu and Kashmir,9.481318666573411,4.96292835837904,0.8466666666666667,0.21226523712147086,0.9537252682703365,38
508,Jaipur City,City,Rajasthan,9.43596338151704,4.872004621989693,0.7133333333333334,0.5532019032877642,0.9006232809909156,39
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.6933333333333334,0.5532019032877642,0.8991419322737528,39
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.6933333333333334,0.5532019032877642,0.8991385379963741,39
263,Jaipur City,City,Rajasthan,9.407835019184882,4.815615696232212,0.7266666666666667,0.5532019032877642,0.8990112340527514,39
638,Jaipur City,City,Rajasthan,9.315119560288965,4.629749023067395,0.78,0.5532019032877642,0.8965319492866053,39
366,Taj Mahal,Historical,Uttar Pradesh,9.266030293290664,4.531339773372409,0.9535714285714285,0.1663855213694729,0.8531526522025081,40
336,Taj Mahal,Historical,Uttar Pradesh,9.26879230848542,4.53687678501635,0.9452380952380952,0.1663855213694729,0.8511895748434124,40
676,Taj Mahal,Historical,Uttar Pradesh,9.263552559071387,4.526372659777679,0.9369047619047618,0.1663855213694729,0.8476223837960553,40
206,Taj Mahal,Historical,Uttar Pradesh,9.282226276103572,4.563807858845071,0.9233333333333333,0.1663855213694729,0.8472671501073967,40
486,Taj Mahal,Historical,Uttar Pradesh,9.2500304022815,4.499264793123307,0.9352380952380952,0.1663855213694729,0.84440824142592,40
619,Kerala Backwaters,Nature,Kerala,9.4345443222489,4.869159833986338,0.8572222222222221,0.21226523712147086,0.9437951780295062,41
944,Kerala Backwaters,Nature,Kerala,9.429650079998778,4.8593483469320145,0.8538888888888888,0.21226523712147086,0.941807317914678,41
589,Kerala Backwaters,Nature,Kerala,9.427997305985516,4.856035030997471,0.8538888888888888,0.21226523712147086,0.9414759863212236,41
969,Kerala Backwaters,Nature,Kerala,9.409359526915562,4.81867187676014,0.8272222222222222,0.21226523712147086,0.9296859796223227,41
389,Kerala Backwaters,Nature,Kerala,9.40914617773771,4.818244175680062,0.8272222222222222,0.21226523712147086,0.9296432095143148,41
593,Jaipur City,City,Rajasthan,9.468508271221934,4.937247359824331,0.98,0.5532019032877642,0.9916977089554062,42
468,Jaipur City,City,Rajasthan,9.47910151784028,4.958483640487915,0.9666666666666667,0.5532019032877642,0.9897672829677104,42
8,Jaipur City,City,Rajasthan,9.4587045393854,4.917593819381824,0.9666666666666667,0.5532019032877642,0.9856783008571013,42
653,Jaipur City,City,Rajasthan,9.496920384788352,4.994205121658843,0.93,0.5532019032877642,0.9821907824361547,42
38,Jaipur City,City,Rajasthan,9.458687607787096,4.917559876608037,0.9466666666666667,0.5532019032877642,0.9795938254986416,42
797,Goa Beaches,Beach,Goa,9.120638441373126,4.239872739255466,0.88,0.2354208892509872,0.8925187424570151,43
902,Goa Beaches,Beach,Goa,9.115849499250787,4.230272347359039,0.8733333333333333,0.2354208892509872,0.8894608011694702,43
702,Goa Beaches,Beach,Goa,9.111768717459087,4.2220916044218075,0.8733333333333333,0.2354208892509872,0.8886427268757473,43
7,Goa Beaches,Beach,Goa,9.14506834197403,4.288847359070858,0.7933333333333333,0.2354208892509872,0.8701434771658272,43
217,Goa Beaches,Beach,Goa,9.14476464169103,4.288238531137386,0.7933333333333333,0.2354208892509872,0.8700825943724799,43
